0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I84,0,0,0,I84,0,0,0,0,0,0,0,E88,0,0,0,0,0,0,0,0,0,0,0,0,0,S417,A394,A394,A394,A394,A394,A394,S417,0,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E88,0,0,0,I84,0,I84,0,I84,0,I84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,0,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S386,S386,S386,S386,S386,S386,S386,S386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,S417,0,S417,S417,S417,B75,0,S417,0,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I84,0,I84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,0,0,0,0,0,0,0,0,0,0,0,E88,0,0,0,0,0,0,S417,S417,0,B75,S417,B75,0,0,S417,S386,0,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B74,S386,S386,S386,S386,B74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,S417,S417,0,0,B75,0,0,0,S417,S417,S386,0,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I84,0,I84,0,0,0,0,0,0,B74,S386,S386,S386,S386,S386,S386,B75,S417,S417,S417,S417,B75,0,0,0,0,0,0,0,0,0,0,0,I84,I84,I84,I84,I84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S417,S417,S417,0,0,0,0,0,0,B74,S417,S417,S386,0,0,0,0,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,B74,S386,S386,S386,S386,S386,S386,S386,B75,S417,S417,A394,A394,S417,S417,B75,S417,S417,S417,S417,B75,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,S386,B74,S386,S386,S386,S386,B74,S386,S386,S417,S417,S417,S386,S386,S386,S386,S386,S417,B75,S417,S417,S417,S386,S386,S386,S386,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,D181,S417,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,D181,S417,S417,D181,S417,D181,S417,S417,S417,S417,S417,S417,S417,S417,S417,B75,S417,A394,A394,S417,B75,S417,S417,S417,S417,D181,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,D181,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,A394,A394,A394,S417,S417,S417,B75,B163,B163,B163,B163,B163,B163,B75,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,B75,S417,S417,S417,S417,B75,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,A394,A394,A394,A394,A394,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417,S417
